InicioPeriodo;FimPeriodo;codigoSegmento;Segmento;codigoModalidade;Modalidade;Posicao;InstituicaoFinanceira;TaxaJurosAoMes;TaxaJurosAoAno;cnpj8
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;21;BANCO DIGIO;1.85;24.65;27098060
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;22;CAIXA ECONOMICA FEDERAL;1.86;24.81;00360305
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;23;BCO BRADESCO S.A.;1.86;24.82;60746948
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;24;BANCO BARI S.A.;1.87;24.83;00556603
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;25;BCO CREFISA S.A.;1.87;24.84;61033106
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;26;PEFISA S.A. - C.F.I.;1.87;24.85;43180355
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;27;FACTA S.A. CFI;1.87;24.86;15581638
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;28;BCO DO BRASIL S.A.;1.87;24.87;00000000
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;29;BCO AGIBANK S.A.;1.87;24.91;10664513
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;30;BRB - CFI S/A;1.87;24.94;33136888
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;31;BCO C6 CONSIG;1.87;24.95;61348538
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;32;BCO MERCANTIL DO BRASIL S.A.;1.88;24.97;17184037
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;33;GAZINCRED S.A. SCFI;1.88;25.06;11760553
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;34;COBUCCIO S.A. SCFI;1.88;25.1;36947229
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;35;CREFISA S.A. CFI;1.9;25.31;60779196
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;36;BCO CSF S.A.;1.93;25.83;08357240
2025-05-16;2025-05-22;1;Pessoa Física;218101;Crédito pessoal consignado INSS - Pré-fixado;37;BCO PAULISTA S.A.;2.55;35.33;61820817
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;1;COBUCCIO S.A. SCFI;1.62;21.29;36947229
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;2;BANCO SICOOB S.A.;1.72;22.64;02038232
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;3;FINANC ALFA S.A. CFI;1.8;23.89;17167412
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;4;BCO DAYCOVAL S.A;1.82;24.12;62232889
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;5;BCO BMG S.A.;1.86;24.77;61186680
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;6;CAIXA ECONOMICA FEDERAL;1.96;26.3;00360305
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;7;BCO VOLKSWAGEN S.A;2.05;27.52;59109165
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;8;BCO SENFF S.A.;2.08;27.98;11970623
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;9;BCO BANESTES S.A.;2.16;29.19;28127603
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;10;BCO BRADESCO S.A.;2.27;30.95;60746948
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;11;PINTOS S.A. CFI;2.28;31.1;35274306
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;12;BCO DIGIMAIS S.A.;2.31;31.48;92874270
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;13;BECKER FINANCEIRA SA - CFI;2.39;32.77;20443996
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;14;BCO INDUSTRIAL DO BRASIL S.A.;2.42;33.15;31895683
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;15;BANCO INBURSA;2.45;33.69;04866275
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;16;ZEMA CFI S/A;2.72;38.07;05351887
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;17;PARATI - CFI S.A.;2.74;38.27;03311443
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;18;SIMPALA S.A. CFI;2.77;38.77;34991938
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;19;HS FINANCEIRA;2.79;39.04;07512441
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;20;BANCO BARI S.A.;2.81;39.5;00556603
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;21;BCO DO NORDESTE DO BRASIL S.A.;2.83;39.79;07237373
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;22;GAZINCRED S.A. SCFI;3.02;42.98;11760553
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;23;NU FINANCEIRA S.A. CFI;3.03;43.15;30680829
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;24;ITAÚ UNIBANCO S.A.;3.06;43.51;60701190
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;25;BCO SANTANDER (BRASIL) S.A.;3.13;44.76;90400888
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;26;BCO DO BRASIL S.A.;3.13;44.79;00000000
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;27;BCO DO ESTADO DO RS S.A.;3.17;45.45;92702067
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;28;BCO DO EST. DE SE S.A.;3.23;46.49;13009717
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;29;BANCO DIGIO;3.31;47.85;27098060
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;30;AL5 S.A. CFI;3.4;49.43;27214112
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;31;BCO SAFRA S.A.;3.73;55.12;58160789
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;32;BANCO INTER;3.89;58.14;00416968
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;33;BANCO BTG PACTUAL S.A.;4.02;60.47;30306294
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;34;PAN CFI;4.1;61.93;02682287
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;35;PICPAY BANK - BANCO MÚLTIPLO S.A;4.16;63.11;09516419
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;36;BANCO PAN;4.46;68.84;59285411
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;37;BCO C6 CONSIG;4.52;70.01;61348538
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;38;BCO AGIBANK S.A.;4.77;74.88;10664513
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;39;FACTA S.A. CFI;5.06;80.79;15581638
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;40;BCO MERCANTIL DO BRASIL S.A.;5.1;81.73;17184037
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;41;NEON FINANCEIRA - CFI S.A.;5.15;82.67;11285104
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;42;RPW S.A. SCFI;5.21;83.95;06249129
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;43;NEGRESCO S.A. - CFI;5.6;92.34;04379829
2025-05-16;2025-05-22;1;Pessoa Física;219101;Crédito pessoal consignado privado - Pré-fixado;44;VALOR S/A SCFI;7.3;132.95;07799277
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;1;FINANC ALFA S.A. CFI;1.49;19.44;17167412
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;2;BCO COOPERATIVO SICREDI S.A.;1.54;20.18;01181521
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;3;NU FINANCEIRA S.A. CFI;1.57;20.55;30680829
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;4;BCO ALFA S.A.;1.57;20.55;03323840
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;5;BANCO INTER;1.58;20.72;00416968
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;6;BCO SAFRA S.A.;1.66;21.78;58160789
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;7;BRB - BCO DE BRASILIA S.A.;1.69;22.26;00000208
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;8;BRB - CFI S/A;1.69;22.34;33136888
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;9;BANCOSEGURO S.A.;1.71;22.51;10264663
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;10;BCO BRADESCO S.A.;1.71;22.61;60746948
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;11;BCO C6 CONSIG;1.73;22.81;61348538
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;12;BANCO INBURSA;1.76;23.32;04866275
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;13;PARANA BCO S.A.;1.77;23.42;14388334
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;14;BCO DO NORDESTE DO BRASIL S.A.;1.77;23.45;07237373
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;15;SANTINVEST S.A. - CFI;1.79;23.76;00122327
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;16;BANCO SICOOB S.A.;1.8;23.81;02038232
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;17;BANCO DIGIO;1.81;24.03;27098060
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;18;BCO BANESTES S.A.;1.81;24.07;28127603
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;19;CAIXA ECONOMICA FEDERAL;1.81;24.07;00360305
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;20;PICPAY BANK - BANCO MÚLTIPLO S.A;1.83;24.3;09516419
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;21;BCO CREFISA S.A.;1.83;24.35;61033106
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;22;BCO AGIBANK S.A.;1.84;24.38;10664513
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;23;BCO BMG S.A.;1.84;24.47;61186680
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;24;BCO DO ESTADO DO RS S.A.;1.86;24.7;92702067
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;25;BCO SANTANDER (BRASIL) S.A.;1.92;25.64;90400888
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;26;ITAÚ UNIBANCO S.A.;1.93;25.76;60701190
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;27;BANCO BARI S.A.;2.0;26.75;00556603
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;28;BCO DO BRASIL S.A.;2.06;27.74;00000000
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;29;BANCO PAN;2.06;27.77;59285411
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;30;SIMPALA S.A. CFI;2.07;27.92;34991938
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;31;FACTA S.A. CFI;2.13;28.82;15581638
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;32;BCO DAYCOVAL S.A;2.16;29.26;62232889
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;33;COMPREV CFI S.A.;2.3;31.4;46241852
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;34;BCO INDUSTRIAL DO BRASIL S.A.;2.33;31.89;31895683
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;35;BCO SENFF S.A.;2.39;32.77;11970623
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;36;BCO DO EST. DE SE S.A.;2.47;33.98;13009717
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;37;BANCO GENIAL;2.64;36.66;45246410
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;38;BCO PAULISTA S.A.;3.09;44.14;61820817
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;39;BCO DIGIMAIS S.A.;3.48;50.67;92874270
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;40;SOCINAL S.A. CFI;3.51;51.34;03881423
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;41;LECCA CFI S.A.;4.44;68.43;07652226
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;42;QISTA S.A. CFI;4.87;76.86;36583700
2025-05-16;2025-05-22;1;Pessoa Física;220101;Crédito pessoal consignado público - Pré-fixado;43;VALOR S/A SCFI;6.7;117.86;07799277
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;1;BCO RNX S.A.;0.0;0.0;80271455
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;2;BANCO SICOOB S.A.;0.09;1.1;02038232
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;3;DM SA CFI;1.33;17.24;91669747
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;4;ITAÚ UNIBANCO HOLDING S.A.;1.66;21.82;60872504
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;5;BANCO ITAÚ CONSIGNADO S.A.;1.7;22.37;33885724
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;6;BCO. J.SAFRA S.A.;1.71;22.5;03017677
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;7;BANCO INTER;1.72;22.73;00416968
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;8;BCO SAFRA S.A.;1.73;22.79;58160789
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;9;PAN CFI;1.79;23.77;02682287
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;10;QISTA S.A. CFI;1.8;23.88;36583700
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;11;BANCO ORIGINAL;1.81;24.02;92894922
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;12;MERCANTIL FINANCEIRA;1.82;24.13;33040601
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;13;BCO C6 CONSIG;1.82;24.17;61348538
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;14;BCO INDUSTRIAL DO BRASIL S.A.;1.83;24.32;31895683
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;15;BCO CREFISA S.A.;1.83;24.34;61033106
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;16;BRB - CFI S/A;1.89;25.15;33136888
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;17;BCO RIBEIRAO PRETO S.A.;1.89;25.16;00517645
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;18;BANCO INBURSA;1.93;25.76;04866275
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;19;TENTOS S.A. CFI;1.96;26.25;41498340
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;20;BCO DA AMAZONIA S.A.;2.04;27.4;04902979
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;21;AL5 S.A. CFI;2.21;30.0;27214112
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;22;PLANTAE CFI;2.23;30.27;35551187
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;23;CAIXA ECONOMICA FEDERAL;2.35;32.17;00360305
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;24;BCO C6 S.A.;2.48;34.11;31872495
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;25;BCO SANTANDER (BRASIL) S.A.;2.59;35.87;90400888
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;26;BCO BRASILEIRO DE CRÉDITO S.A.;2.62;36.39;01852137
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;27;BCO VOTORANTIM S.A.;2.63;36.52;59588111
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;28;BCO BRADESCO FINANC. S.A.;2.72;37.98;07207996
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;29;AYMORÉ CFI S.A.;2.78;38.89;07707650
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;30;BANCO BTG PACTUAL S.A.;2.82;39.67;30306294
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;31;BCO XP S.A.;3.04;43.18;33264668
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;32;BCO DO EST. DE SE S.A.;3.3;47.6;13009717
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;33;CREDITÁ S.A. CFI;3.37;48.83;12599971
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;34;SINOSSERRA S/A - SCFI;3.37;48.87;22639377
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;35;BANCO BARI S.A.;3.64;53.61;00556603
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;36;OMNI SA CFI;3.65;53.76;92228410
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;37;FACTA S.A. CFI;3.71;54.81;15581638
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;38;BCO DO ESTADO DO RS S.A.;4.01;60.35;92702067
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;39;BCO DO BRASIL S.A.;4.11;62.15;00000000
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;40;SIMPALA S.A. CFI;4.14;62.7;34991938
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;41;BRB - BCO DE BRASILIA S.A.;4.27;65.24;00000208
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;42;BCO DIGIMAIS S.A.;4.31;65.93;92874270
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;43;ITAÚ UNIBANCO S.A.;4.41;67.91;60701190
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;44;BCO BANESTES S.A.;4.58;71.11;28127603
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;45;BCO DO NORDESTE DO BRASIL S.A.;4.72;73.96;07237373
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;46;BCO RENDIMENTO S.A.;4.73;74.21;68900810
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;47;FINAMAX S.A. CFI;4.79;75.35;00411939
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;48;PORTOSEG S.A. CFI;5.25;84.78;04862600
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;49;BCO BRADESCO S.A.;5.7;94.48;60746948
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;50;BANCO DIGIO;5.94;99.76;27098060
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;51;BCO AGIBANK S.A.;5.95;100.02;10664513
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;52;NU FINANCEIRA S.A. CFI;5.98;100.72;30680829
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;53;PICPAY BANK - BANCO MÚLTIPLO S.A;6.66;116.88;09516419
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;54;BANCO PAN;7.48;137.77;59285411
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;55;PINTOS S.A. CFI;7.56;139.71;35274306
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;56;NEON FINANCEIRA - CFI S.A.;7.68;142.99;11285104
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;57;PEFISA S.A. - C.F.I.;7.68;143.09;43180355
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;58;BECKER FINANCEIRA SA - CFI;8.15;155.97;20443996
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;59;MERCADO CRÉDITO SCFI S.A.;8.21;157.72;37679449
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;60;KREDILIG S.A. - CFI;8.24;158.64;06040559
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;61;MIDWAY S.A. - SCFI;9.4;193.78;09464032
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;62;BCO DAYCOVAL S.A;10.19;220.35;62232889
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;63;GAZINCRED S.A. SCFI;10.19;220.57;11760553
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;64;GRAZZIOTIN FINANCEIRA S/A;10.39;227.47;06339468
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;65;AGORACRED S/A SCFI;10.49;231.11;36321990
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;66;CALCRED S.A.;10.6;235.11;37122487
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;67;BANCO SEMEAR;11.28;260.45;00795423
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;68;CREDIARE CFI S.A.;11.35;263.44;05676026
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;69;GOLCRED S/A - CFI;11.61;273.64;07631026
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;70;CENTROCRED S.A. CFI;11.75;279.37;26225776
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;71;BCO SENFF S.A.;11.77;280.01;11970623
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;72;ZEMA CFI S/A;12.59;314.79;05351887
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;73;CLOUDWALK FINANCEIRA S.A. CFI;12.7;319.62;05503849
2025-05-16;2025-05-22;1;Pessoa Física;221101;Crédito pessoal não-consignado - Pré-fixado;74;VIA CERTA FINANCIADORA S.A. - CFI;13.24;344.81;05192316
